Name,Number_of_tweets,Account_age,Number_of_followers,Following_to_follower_ratio,ratio_retweets,ratio_retweeted_originaltweets,ratio_favorite_originaltweets,screen_name,lazy,points,Acronyme_parti,Nom_parti,Nuance_Politique,url_image
M-A Carlotti,2402,1626,15292,0.042375098,0.35622317600000003,5.505333332999999,1.341333333,MACarlotti,161,6,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/556943699876519936/PznW5oMh_normal.jpeg
DominiquedeVillepin,615,2520,58639,0.002523918,0.024390244,21.42333333,3.0516666669999997,Villepin,56,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1770364373/Capture_d_e_cran_2012-01-20_a__23.14.54_normal.png
François Rebsamen,7138,2368,48914,0.039150346,0.43512409700000004,7.38320356,3.081201335,frebsamen,294,112,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/700620036700921856/QqTjPK3X_normal.png
Bernard Debré,3444,2225,18929,0.017380739,0.128301887,3.572871573,0.571428571,Bernard_Debre,282,40,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/378800000793549114/d12acb9171e321aaae5f80af0f3f3ddd_normal.png
Julien Dray,1582,2484,31241,0.01680484,0.391524352,6.1569646570000005,1.879417879,juliendray,213,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/607861927948259328/W5Uilxub_normal.jpg
Ericka Bareigts,1574,2504,1851,0.017828201000000002,0.007628735,0.7424727740000001,0.165919283,ebareigts,77,7,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/702540127705370624/KJ8ONOdN_normal.jpg
Eduardo RIHAN CYPEL,9274,1682,7399,0.230436545,0.503267974,2.444862155,1.3370927320000001,Rihan_Cypel,281,40,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/612639757940719616/bQ9JPhvA_normal.jpg
Bernard Cazeneuve,1269,1551,99475,0.005428499999999999,0.47592738799999995,33.06024096,17.37951807,BCazeneuve,85,8,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/480334647155785728/81Qd_OHM_normal.jpeg
Sylvain Berrios,920,2138,1428,0.39355742299999996,0.291028446,1.453703704,0.46759259299999995,sy_berrios,92,3,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/527122632807055360/QeipIiHM_normal.jpeg
Claude de Ganay,720,1555,2088,0.41954023,0.320334262,1.245901639,0.375,Cdganay,81,10,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/695566081025556480/Psa5F-xe_normal.jpg
Anne Hidalgo,32693,2535,632742,0.02604379,0.553488372,65.51041667,62.79930556,Anne_Hidalgo,215,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/705664701410230272/5R3QLO4t_normal.jpg
Philippe Duron,12228,1654,3843,0.184491283,0.670795912,0.671683913,0.48635936,PhilippeDuron,254,9,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1565279598/image_normal.jpg
Dominique Potier,647,1524,2649,0.13703284300000002,0.401550388,2.647668394,0.9715025909999999,PotierDominique,90,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3776638734/fba9803ec3cbfb9759a6a5b598004ed4_normal.jpeg
Patrice PRAT,800,2220,3304,0.28420096899999997,0.080100125,2.572789116,1.161904762,PatricePrat,84,1,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/679942019700142080/sAv_TZap_normal.jpg
Marie Récalde,489,638,910,0.8505494509999999,0.649484536,2.217647059,1.688235294,MarieRecalde,59,22,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/473796004265730048/FREpL6TI_normal.jpeg
Joaquim Pueyo,0,1454,323,0.018575851,0.0,0.0,0.0,Joaquim_PUEYO,0,0,PS,Parti Socialiste,Gauche,https://pbs.twimg.com/profile_images/577855288205664256/GXeQTC-9_normal.jpeg
Laurent Fabius,6964,2557,237237,0.0053912330000000005,0.246639575,21.59004149,10.96846473,LaurentFabius,310,37,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/665386195325739009/ZkRgqRaV_normal.jpg
Corinne Erhel,2453,1974,4550,0.277582418,0.24499795800000002,1.893996755,0.65657112,c_erhel_deputee,303,32,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3278564572/f8009ed1cde5b1973b778d97b09fc742_normal.jpeg
Barbara Pompili,3565,1519,18882,0.047134837,0.474528302,4.52962298,2.609216038,barbarapompili,354,99,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2100387807/fb_et_twt_normal.jpg
Bernard Accoyer,2456,1779,18604,0.022253278999999997,0.204656863,7.020544427000001,1.245505907,BernardAccoyer,267,21,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1779892574/Phot_BA_normal.jpg
J-P. Chevènement,3802,2421,57372,0.010980966000000002,0.235843186,14.57899023,3.71213355,chevenement,259,0,MRC,Mouvement Républicain et Citoyen,Gauche,http://pbs.twimg.com/profile_images/1695001329/twitter_icon_128x128_normal.jpg
Martine Martinel,3239,1124,1193,0.709974853,0.598646362,1.250421585,0.415682968,MartineMartinel,390,152,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3378228032/0467d5fd5b8c10d4847560c2c4f45239_normal.jpeg
Guy Chambefort,4883,2047,1243,0.125502816,0.000615953,0.145454545,0.029583975,guychambefort,75,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1093933425/GCTWT_v2_normal.jpg
Philippe Houillon,677,1205,1621,0.144355336,0.042899408,5.760432767,1.329211747,PHouillon,123,10,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/567728914345115650/BodSA7u0_normal.jpeg
Philippe Folliot,2666,2198,3268,0.03121175,0.033395872,1.6715838509999998,0.368012422,philippefolliot,234,19,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/669619813799567360/ptV1iHFT_normal.jpg
Sonia Lagarde,58,1232,1039,0.16169393599999998,0.321428571,3.315789474,1.105263158,SoniaLagarde,1,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/430510482772881408/dJj5qDF__normal.jpeg
Rama Yade,1264,2674,49253,0.002030333,0.551751592,32.0,12.28063943,ramayade,101,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/549204172143206400/NY7bNHlA_normal.jpeg
Dominique Dord,871,1771,3559,0.030907557999999998,0.027586207,1.673758865,0.423167849,DominiqueDord,83,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1327851934/Capture_d__cran_2011-04-26___11.09.50_normal.png
Dominique Bertinotti,1208,2522,24492,0.030295607000000002,0.188538206,8.733879222,2.040941658,DBertinotti,114,8,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/436453483701497856/d3VQOflV_normal.jpeg
Paul Giacobbi,2450,1477,5341,0.026774012000000003,0.33647155100000004,2.817396669,1.051819864,pgiacobbi,195,2,PRG,Parti Radical de Gauche,Gauche,http://pbs.twimg.com/profile_images/2373031647/oz008teb5sz4jtsoab9u_normal.jpeg
Sophie_Dion,1329,2140,2733,0.233077205,0.07942511299999999,1.431388661,0.48644207100000003,SophieDion74,137,1,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/625279373617287168/N1fDSL4__normal.jpg
François Baroin,381,2273,71343,0.00262114,0.11023622,16.63126844,6.442477876,francoisbaroin,48,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/2211489270/babar_normal.jpg
Eric Straumann,125,2431,1714,0.14294049,0.18852459,1.0909090909999999,0.666666667,ericstraumann,10,6,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/666921466873663488/X0fXNaB7_normal.jpg
Christian ECKERT,915,2221,4854,0.017511331,0.04814004400000001,3.491954023,0.935632184,CECKERT56,92,21,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/699272591949893632/Hvb4GXnu_normal.jpg
Franck Riester,1926,1577,23971,0.04634767,0.300156331,10.97840655,4.083395383,franckriester,254,11,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/677051238597398529/-5VAN4XU_normal.jpg
Daniel Vaillant,477,1468,3659,0.19786827,0.435789474,2.507462687,0.76119403,danielvaillant,46,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2245597862/Vincennes_DV_normal.jpg
Michel VERGNIER,252,1556,997,0.118355065,0.270916335,1.0983606559999999,0.169398907,MichelVERGNIER,26,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1662541217/1585999_3_4f57_martine-aubry-a-saint-sulpice-le-gueretois-le_normal.jpg
Jean-François Lamour,2042,1517,9174,0.039895356,0.38853188299999997,5.103476152,1.158447858,JF_Lamour,249,10,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1736860396/photopoureditoabcdaire_normal.jpg
Gilles Artigues,4183,1444,1544,0.472797927,0.008711886,0.693345888,0.295354677,ArtiguesGilles,247,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/2263053648/gilles_Artigues_2012_compress__normal.jpg
frederique massat,3374,1910,2132,0.25891182,0.257339163,0.558452481,0.21404541600000002,Fmassat09,371,43,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/692586627382677505/Dc3bkvca_normal.jpg
Jean-Louis Destans,411,1311,1053,0.24311491,0.073170732,0.65,0.236842105,JLDestans,31,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2448569112/jean-louis-destans_normal.jpg
Pouria Amirshahi,7846,1701,15102,0.082969143,0.602756892,10.86041009,5.119085173999999,PouriaAmirshahi,260,20,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/664463828487413760/d04vZvWA_normal.jpg
Fanélie Carrey-Conte,3057,1366,4100,0.161707317,0.427726675,3.7141216989999997,1.252009185,FCarreyConte,337,45,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/378800000104996047/07a16e5ef55ae0944229ef551b3e013c_normal.jpeg
Alain Rousset,9699,1503,9823,0.34806067399999996,0.753870458,16.03209243,6.111681643,al_rousset,784,11,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/672406382218502145/IjU_BluZ_normal.jpg
O. Audibert-Troin,1179,1517,1941,0.132921175,0.24787775899999998,1.466139955,0.391647856,olivieraudibert,162,15,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/685441431696195584/GEZVZ9pn_normal.jpg
Patrick Kanner,3143,1114,15778,0.178666498,0.40758444899999996,11.93921463,6.1845078,PatrickKanner,240,17,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/673796476221411332/l7I-RMXe_normal.jpg
JALTON Eric,339,1426,1313,0.168316832,0.160237389,0.36042402799999995,0.123674912,EricJALTON,38,0,DIVERSGAUCHE,Divers Gauche,Gauche,http://pbs.twimg.com/profile_images/451631732370862080/gGP_pAq0_normal.jpeg
Thomas Thévenoud,194,1238,3820,0.380104712,0.19587628899999998,12.58974359,3.173076923,tthevenoud,28,1,PRG,Parti Radical de Gauche,Gauche,http://pbs.twimg.com/profile_images/378800000837193701/92f1f27b4a86df653959e92164ce44b5_normal.jpeg
gilbertlebris,1107,1476,1616,0.27042079199999997,0.230699364,0.6812278629999999,0.319952774,gilbertlebris,81,1,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2890964883/e837034bd2704d413af38e3335b8f4be_normal.jpeg
Agnès Canayer,248,1002,548,0.313868613,0.87854251,2.233333333,1.3,ACanayer,34,3,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/555481656468209665/fo7zloaH_normal.jpeg
Colette Capdevielle,5356,1493,6534,1.03412917,0.541797612,2.932098765,1.810699588,c_capdevielle,372,26,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/563740883011391488/B1QYiEBt_normal.jpeg
Arnaud Richard,2707,2164,6280,0.49570063700000006,0.09881129300000001,1.323165705,0.580379225,ArnaudRichard_,318,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/703603433933316101/6ZFVcLYK_normal.jpg
MOREL A L'HUISSIER,2242,2219,2320,0.6689655170000001,0.11354492599999999,1.3565305090000002,0.374180535,MORELPIERRE,186,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/493065871708139520/s2QHYPfh_normal.jpeg
JEAN-CLAUDE BOUCHET,65,1911,660,0.034848485,0.046153846,0.20967741899999998,0.064516129,JCBOUCHET,6,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1749906577/370097_1266365092_752136117_n_normal.jpg
Luc BELOT,6643,2305,4675,0.41197861,0.442709959,3.278431373,1.732212885,LucBELOT,298,22,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/639083108877377536/w3PD3Oen_normal.jpg
François VANNSON,155,1398,675,0.042962963,0.0,0.6,0.322580645,fvannson,16,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/2190399106/twitter_normal.jpg
Marion Le Pen,4050,1453,114752,0.00666655,0.528208308,162.8666229,101.40801579999999,Marion_M_Le_Pen,324,0,FN,Front National,Extrême-Droite,http://pbs.twimg.com/profile_images/660033932566499328/bHLlcH-P_normal.jpg
Marc Le Fur,2009,2221,7178,0.21872387899999998,0.229458918,7.400520156000001,2.269830949,marclefur,184,8,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/564077277898473473/Q1nDfZku_normal.jpeg
Henri de Raincourt,456,1177,1396,0.312320917,0.488888889,4.3,2.02173913,HdeRaincourt,44,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/539867729872687104/aLsLrfdy_normal.jpeg
STEPHANE TRAVERT,7815,1615,2810,0.393594306,0.576649117,2.848573519,0.8902706659999999,StTRAVERT,415,106,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/576817554276130816/dmsi8L8X_normal.jpeg
Sandrine Mazetier,6345,2263,18008,0.084462461,0.505125815,6.300690521,3.46264909,S_Mazetier,431,46,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/672022701859557376/0doIRDRR_normal.jpg
Edouard Philippe,1734,1135,9445,0.073795659,0.528621495,8.433705081,4.923172243,EPhilippe_LH,149,5,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/671442156557623296/kL5mh5I4_normal.jpg
Jean-Philippe MALLÉ,231,1266,652,0.424846626,0.34199134200000003,1.302631579,0.19736842100000002,JpmMALLE,39,5,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2605790982/v461wajd9mpaernyvq9v_normal.jpeg
Thierry Mandon,1453,1535,12336,0.056501297,0.438413361,9.183395291,3.696406444,mandonthierry,125,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/667745298480037888/KV0fccPt_normal.png
Jacques Cheminade,4964,2102,3214,0.026757934,0.42310106700000005,3.77312296,0.49564744299999997,JCheminade,363,0,AUTRE,Autre,Autre,http://pbs.twimg.com/profile_images/2511020171/orf7onnkacicyn8odg26_normal.jpeg
Daniel Fasquelle,3009,1812,5413,0.043414003,0.34510326399999997,10.43489318,4.097151577,DFasquelle,308,47,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/534000515600769024/1bNhuONX_normal.jpeg
Michel Zumkeller,284,1534,1946,0.43627954799999996,0.053380783,1.609022556,0.413533835,MichelZumkeller,21,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/1750165150/_89K0519_normal.jpg
Pierre Morange,28,1861,661,0.0,0.0,0.428571429,0.107142857,PierreMorange,0,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1226552330/pierre-morangefb_normal.jpg
Bertrand Delanoë,1237,3108,71989,0.012474128000000001,0.325448613,23.024183800000003,6.325272067999999,BertrandDelanoe,101,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/32107672/picturebdtp_normal.jpg
Sophie Dessus,297,1385,2888,0.175900277,0.373737374,1.9892473119999998,0.446236559,SophieDessus,49,16,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/554560608134103040/eNtvb5Ku_normal.jpeg
Xavier Bertrand,3958,2674,69161,0.018825638999999998,0.220783225,24.89236249,10.07043926,xavierbertrand,281,9,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/604328141369270272/xtLGoMpu_normal.png
Philippe Doucet,5758,2764,5016,0.239832536,0.293209877,3.080786026,1.1930131000000002,pdoucet,427,79,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/692376597253525504/ALEm_3M1_normal.jpg
Delphine Batho,2726,1819,54301,0.029502219,0.385493373,11.35769922,2.1216297180000003,delphinebatho,313,7,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3047821907/5e561c6625df0cadfd9bc800c0de9673_normal.jpeg
Julie SOMMARUGA,113,1206,1723,0.544979687,0.36283185799999995,7.777777778,1.5416666669999999,JulieSOMMARUGA,21,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/3188794614/6feef8c49382f628df6e3479272af3f8_normal.jpeg
MARTINE,1985,1447,2632,0.7636778120000001,0.335549872,0.7921478059999999,0.250192456,Lignierescassou,168,38,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/676400013434593280/cLyzZ_DW_normal.jpg
Thierry SOLERE,9507,2200,12052,0.25315300399999996,0.7610373570000001,12.04005168,6.645994832,solere92,238,10,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/2585122385/image_normal.jpg
C. de Rocca Serra,398,1205,1606,0.09464508099999999,0.36111111100000004,2.3992094859999997,0.9328063240000001,CdeRoccaSerra,42,6,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/653603144480505856/Myj9mrPK_normal.jpg
Anne Grommerch,991,1535,2463,0.131952903,0.362333675,2.367576244,0.786516854,AnneGrommerch,84,18,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1701859400/1_annetwitter2_normal.JPG
Dominique Gillot,319,1507,625,0.3792,0.489028213,1.4233128830000001,0.8282208590000001,DominiqueGillot,39,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/706785310781403137/GOzdhqOr_normal.jpg
Éric Alauzet,1289,1255,2290,0.265502183,0.120188531,0.851785714,0.27678571399999996,ericalauzet,148,29,EELV,Europe Ecologie Les Verts,Gauche,http://pbs.twimg.com/profile_images/2666197372/a5211efd411998a0c5f22b1cd545fb8c_normal.png
Pascal Cherki,4489,1578,8859,0.096173383,0.5068792999999999,5.151553583,2.192136969,pascalcherki,326,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/618716777992876033/2ALzTlad_normal.jpg
JC Lagarde,3203,1653,66976,0.031145485,0.32337213,23.971641100000003,8.816364482000001,jclagarde,257,0,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/670928359581466624/B55_t0Zs_normal.jpg
Daniel Gibbs,311,1718,333,0.24924924899999998,0.07792207799999999,0.309859155,0.07394366200000001,GIBBS_SXM,23,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/653954849407635456/HekVkn0l_normal.jpg
Reynaud Marie-Line,192,1475,978,0.049079755,0.192708333,0.335483871,0.064516129,MLReynaud16,29,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2246344017/affiche_ml_reynaud_normal.png
Franck Reynier,1531,2332,2331,0.167739168,0.07777777799999999,0.5776045360000001,0.101346563,FranckReynier,68,2,UDI,Union des Démocrates et Indépendants,Centre,http://pbs.twimg.com/profile_images/707492988344111104/V1eWz-3-_normal.jpg
Martine Faure,257,2544,660,0.095454545,0.027237354,0.188,0.04,MartineFaure,22,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/715915842/martine_normal.JPG
Olivier Faure,2682,1939,16435,0.078125951,0.43928036,10.99264706,3.820855615,faureolivier,310,25,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1991332158/profil_OF_normal.jpg
Philippe Goujon,2783,2430,8568,0.072712418,0.5798226160000001,5.248900616,1.488126649,Philippe_Goujon,287,23,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/301665727/n1397502930_5663_normal.jpg
Jean Francois Mancel,2561,1574,3157,0.137155527,0.065310911,6.315062762,1.277824268,JFMancel,298,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/1633368967/jfmancel_normal.jpg
François Bayrou,2718,2673,439762,0.004959501,0.21273463399999998,31.91538102,10.72417017,bayrou,313,0,MODEM,Mouvement Démocrate,Centre,http://pbs.twimg.com/profile_images/675374149993414656/rkyol50b_normal.jpg
Jean Grellier,33,1386,597,0.043551089,0.0,0.9090909090000001,0.03030303,Jean_Grellier,2,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2222853578/Jean_AN_normal.jpg
Marine Le Pen,9893,1929,935219,0.003599157,0.056193729000000005,153.8601974,118.55592109999999,MLP_officiel,439,0,FN,Front National,Extrême-Droite,http://pbs.twimg.com/profile_images/676815560139763712/WhHu-FMS_normal.jpg
Axelle Lemaire,5478,2201,114508,0.042555979,0.26608369800000004,22.62680851,12.62893617,axellelemaire,274,4,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/687191559469678592/LBcIrDWW_normal.jpg
Elisabeth Guigou,2001,2225,32758,0.006960132,0.13920881300000001,5.253054101,1.9866201280000002,elisabethguigou,195,11,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/543744486170705920/nR2gPncg_normal.jpeg
Catherine LEMORTON,432,1450,5790,0.41796200299999997,0.258823529,5.60952381,1.60952381,CathLEMORTON,41,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/539483072547151872/uVGdgXxo_normal.jpeg
Eric Besson,737,398,2202,0.051316985,0.21477428199999998,5.137630662,3.168989547,EricBessonFr,52,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/560852833600147457/wA804kYc_normal.jpeg
Henri Jibrayel,1453,1814,2421,0.07187112799999999,0.149068323,0.8994322790000001,0.43227899399999997,henrijibrayel,72,1,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/520868909449486337/fimyPOL-_normal.jpeg
Edouard Courtial,1219,2275,4278,0.127863488,0.25144270399999996,7.8292951539999995,3.920704846,EdouardCourtial,95,23,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/672055999793098752/vSTEA1mi_normal.jpg
Guy-Michel Chauveau,514,1388,1028,0.379377432,0.45401174200000005,1.637992832,0.39784946200000004,GMChauveau,47,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/506441832889212928/SNVmVx5A_normal.jpeg
Nicolas Sarkozy,7211,1480,1158070,0.013757372,0.145736434,264.10054449999996,143.6319419,NicolasSarkozy,489,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/690492582900543488/EEUI6AvL_normal.png
Guy Teissier,1894,1398,3588,0.054069119000000006,0.318036286,3.7456964010000005,0.719874804,guyteissier,225,14,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/628205166676852736/ahCZU8KK_normal.jpg
Lionel TARDY,13755,2355,28741,0.052225044000000005,0.201863354,5.237354086,1.468871595,DeputeTardy,389,29,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/465536315849580544/KAJnlmqx_normal.jpeg
Olivier Besancenot,2194,1204,11702,0.018287472,0.009124088,5.9981583789999995,3.6367403310000004,olbesancenot,173,0,NPA,Nouveau Parti Anticapitaliste,Extrême-Gauche,http://pbs.twimg.com/profile_images/2848540227/b09c3fd7ec7d1be7d35c1de3f16c21ac_normal.jpeg
DanièleHoffmanRispal,539,1567,2812,0.397226174,0.402255639,2.0094339619999997,0.37106918200000005,Dhoffmanrispal,79,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/378800000044169757/f3ac4602d65384f515beb0bac7ddc219_normal.jpeg
Etienne BLANC,1085,1470,2544,0.301886792,0.49109653200000003,3.594843462,0.637200737,blanc_etienne,111,7,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/666272114454994944/8pRbjanL_normal.jpg
Daniel Cohn-Bendit,131,2550,82818,0.001304064,0.17557251899999998,10.83333333,6.3888888889999995,danycohnbendit,19,0,EELV,Europe Ecologie Les Verts,Gauche,http://pbs.twimg.com/profile_images/483277237840400384/KUFZktQB_normal.jpeg
Alain Juppé,6788,1830,313261,0.012267726000000001,0.32665639399999996,63.83890160000001,40.05308924,alainjuppe,445,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/667015051128274945/uY_ZDR6E_normal.jpg
Michel Barnier,2688,2660,34350,0.05202329,0.223797091,9.38779433,2.324843825,MichelBarnier,252,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/527858185332219904/F-mne13a_normal.jpeg
cottel jean jacques,670,1235,820,1.5621951219999999,0.0,0.144776119,0.11641791,cotteljj,30,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/2716167615/2be2cbf5281c0135043847f367d2924d_normal.jpeg
Michel Pouzol,724,2382,3299,0.112761443,0.49792531100000004,2.2561983469999998,0.9889807159999999,MichelPouzol,57,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/378800000518549559/e0693f43a9212c6613b5b3a0a5eca821_normal.jpeg
Jérôme Guedj,6257,2533,14314,0.082366914,0.116931712,5.314265537,2.338983051,JeromeGuedj,283,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/562227217363902466/FljGRMtC_normal.jpeg
Carole Delga,2912,1455,11432,0.10593072099999999,0.309040908,12.71044776,6.089552239,CaroleDelga,323,2,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/668571311388626944/w1k4SIpc_normal.jpg
Marie-Hélène Fabre,341,1468,900,0.281111111,0.563049853,0.42281879200000005,0.24832214800000002,MHFabre,35,34,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/468803338050355201/-O3H0wur_normal.jpeg
I.Le Callennec,1815,1786,3738,0.10058855,0.020385675,4.465691789,1.266029246,lecallennec,186,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/682922224211378176/due_aAPK_normal.jpg
Dominique Bussereau,4733,2421,20199,0.12312490699999999,0.659793814,10.19559229,3.640955005,Dbussereau,307,45,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/637706919336116226/RvHZ_du8_normal.jpg
Elisabeth LAMURE,388,1050,1255,0.36892430299999995,0.401554404,3.238095238,0.926406926,LamureE,53,0,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/3533940515/4e10c63a13974eb8542b83885abf4433_normal.png
Razzy Hammadi,8968,2410,22474,0.402776542,0.5367898170000001,8.854557641,2.414879357,RHammadi,306,16,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1791769866/image_normal.jpg
Corinne Lepage,13481,2513,68030,0.079317948,0.7713481390000001,14.24487004,8.488372092999999,corinnelepage,180,2,LRC-CAP21,Le Rassemblement Citoyen - CAP21,Centre,http://pbs.twimg.com/profile_images/3494379223/c0351c32f7b0da17c06630c937f9b16d_normal.jpeg
Philippe Cochet,628,1536,4096,0.36279296899999997,0.1968,5.368525896,1.189243028,PhilippeCochet,42,6,LR,Les Républicains,Droite,http://pbs.twimg.com/profile_images/523152386571776000/yiXAUJSJ_normal.jpeg
Fournier-Armand,367,1495,531,0.20903954800000002,0.125340599,0.763239875,0.17445482899999998,fournier_armand,50,0,PS,Parti Socialiste,Gauche,http://pbs.twimg.com/profile_images/1785668335/Capture_d_e_cran_2012-01-27_a__21.50.41_normal.png
